Unnamed: 0.1,Unnamed: 0,University Admission year,Gender,Age (Years),H.S.C passing year,Program,Current Semester,Do you have meritorious scholarship ?,Do you use University transportation?,How many hour do you study daily? (Hours ),How many times do you seat for study in a day?,What is your preferable learning mode?,Do you use smart phone?,Do you have personal Computer?,How many hour do you spent daily in social media? (Hours),Status of your English language proficiency,Average attendance on class (Percentage ),Did you ever fall in probation?,Did you ever got suspension?,Do you attend in teacher consultancy for any kind of academical problems?,What are the skills do you have ?,How many hour do you spent daily on your skill development? (Hours ),What is you interested area?,What is your relationship status?,Are you engaged with any co-curriculum activities?,With whom you are living with?,Do you have any health issues?,What was your previous SGPA?,Do you have any physical disabilities?,What is your current CGPA?,How many Credit did you have completed?,What is your monthly Family Income ,Performance_Category
315,315,2019,Male,22,2019.0,BCSE,8,Yes,Yes,4,2,Online,Yes,Yes,1,Intermediate,90,No,No,No,working on web development,2,Software,Single,No,Family,Yes,3.68,No,3.73,84.0,45000.0,Excellent Performance
316,316,2019,Male,20,2019.0,BCSE,9,Yes,No,5,2,Offline,Yes,Yes,10,Basic,50,Yes,No,No,Programming,2,"Software, Hardware, NETWORKING, Artificial Intelligence",Married,Yes,Bachelor,No,0.35,No,2.3,90.0,50000.0,Poor Performance
317,317,2019,Male,22,2017.0,BCSE,9,No,Yes,4,2,Offline,Yes,Yes,4,Intermediate,90,No,No,Yes,"Programming, Software  Development skill, Web development skill(Frontend)",6,"Software, Machine Learning / Deep Learning, Artificial Intelligence, Data Science",Single,Yes,Family,No,2.04,No,2.86,93.0,50000.0,Moderate Performance
318,318,2020,Male,21,2019.0,BCSE,8,Yes,Yes,0,1,Offline,Yes,Yes,2,Advance,90,No,No,No,"Programming, Web development skill(Backend), Web development skill(Frontend)",1,Software,Single,No,Family,No,3.74,No,3.67,90.0,30000.0,Good Performance
319,319,2020,Female,21,2019.0,BCSE,8,No,No,4,2,Offline,Yes,Yes,2,Intermediate,95,No,No,No,Programming,1,Software,Single,No,Bachelor,No,3.75,No,3.75,110.0,200000.0,Good Performance
320,320,2020,Female,22,2018.0,BCSE,8,No,No,2,3,Offline,Yes,Yes,1,Intermediate,90,No,No,Yes,Programming,2,Data Science,Single,No,Bachelor,No,3.3,No,3.26,86.0,50000.0,Good Performance
321,321,2019,Male,23,2019.0,BCSE,8,Yes,No,5,3,Offline,Yes,Yes,4,Intermediate,98,No,No,Yes,Programming,3,NETWORKING,Single,Yes,Bachelor,Yes,3.72,No,3.45,90.0,25000.0,Good Performance
322,322,2019,Male,24,2018.0,BCSE,8,No,No,4,2,Offline,Yes,Yes,2,Intermediate,88,No,No,Yes,Programming,2,Machine Learning / Deep Learning,Single,Yes,Bachelor,No,3.21,No,,85.0,40000.0,Poor Performance
323,323,2020,Female,21,2018.0,BCSE,7,Yes,Yes,1,1,Offline,Yes,Yes,2,Intermediate,95,No,No,No,Nothing much,0,"Artificial Intelligence, Data Science",Married,Yes,Family,No,3.64,No,3.65,76.0,60000.0,Good Performance
324,324,2019,Male,22,2018.0,BCSE,3,Yes,Yes,4,2,Offline,Yes,Yes,1,Intermediate,90,No,No,Yes,Programming,2,"Software, NETWORKING, Machine Learning / Deep Learning, Artificial Intelligence, UI/UX, Data Science",Single,No,Family,No,3.78,No,3.88,93.0,30000.0,Excellent Performance
325,325,2016,Male,24,2014.0,BCSE,3,No,Yes,5,4,Offline,Yes,Yes,5,Basic,99,Yes,No,No,Software  Development skill,2,"Software, Artificial Intelligence",Single,Yes,Bachelor,No,2.66,No,2.76,115.0,50000.0,Moderate Performance
326,326,2020,Male,20,2019.0,BCSE,8,No,No,1,1,Offline,Yes,Yes,4,Intermediate,80,No,No,No,Programming,1,"Software, NETWORKING, Machine Learning / Deep Learning, Artificial Intelligence, UI/UX",Single,No,Family,No,1.76,No,2.55,64.0,35000.0,Moderate Performance
327,327,2020,Male,22,2019.0,BCSE,8,Yes,Yes,3,3,Online,Yes,Yes,2,Advance,98,No,No,Yes,"Programming, Web development skill(Backend), Web development skill(Frontend)",2,"Software, Blockchain Engineering",Single,No,Family,No,3.15,No,3.71,84.0,5000.0,Poor Performance
328,328,2020,Male,22,2019.0,BCSE,8,Yes,Yes,2,2,Offline,Yes,Yes,1,Intermediate,100,No,No,Yes,"Programming, Software  Development skill",4,"Software, Hardware, Machine Learning / Deep Learning, Artificial Intelligence",Single,No,Bachelor,No,4.0,No,3.62,86.0,50000.0,Good Performance
329,329,2022,Female,20,2020.0,BCSE,2,No,Yes,3,1,Offline,Yes,Yes,2,Intermediate,100,No,No,No,Programming,3,Software,Single,No,Family,No,3.58,No,3.58,14.0,45000.0,Good Performance
330,330,2020,Male,22,2019.0,BCSE,8,No,Yes,2,1,Online,Yes,Yes,16,Advance,78,Yes,No,No,"Programming, Cyber security, Networking",2,"Software, Hardware, NETWORKING, Artificial Intelligence, Data Science",Single,No,Family,Yes,2.44,No,2.77,76.0,30000.0,Poor Performance
331,331,2020,Male,22,2019.0,BCSE,7,Yes,Yes,6,3,Online,Yes,Yes,1,Advance,97,No,No,No,"Programming, Web development skill(Frontend)",1,"Software, Machine Learning / Deep Learning, Artificial Intelligence, Data Science, Cyber security,AI",Single,Yes,Family,No,3.94,No,3.91,75.0,40000.0,Excellent Performance
332,332,2018,Male,24,2016.0,BCSE,10,Yes,No,30,1,Offline,Yes,Yes,30,Intermediate,80,No,No,Yes,Teaching,0,Teaching,Single,Yes,Bachelor,Yes,3.0,No,2.85,90.0,50000.0,Poor Performance
333,333,2020,Female,21,2019.0,BCSE,8,Yes,Yes,1,1,Offline,Yes,Yes,3,Intermediate,85,No,No,No,Programming,1,"Software, NETWORKING, Artificial Intelligence, Data Science",Engaged,No,Family,Yes,3.32,No,3.27,88.0,50000.0,Good Performance
334,334,2022,Male,22,2020.0,BCSE,2,Yes,Yes,2,1,Offline,Yes,Yes,5,Basic,90,No,No,Yes,Programming,2,Software,Single,No,Family,No,2.8,No,2.8,11.0,30000.0,Moderate Performance
335,335,2020,Female,22,2018.0,BCSE,6,No,No,3,2,Offline,Yes,Yes,3,Intermediate,99,No,No,Yes,Web development skill(Frontend),2,Artificial Intelligence,Single,Yes,Bachelor,No,3.39,No,3.33,,40000.0,Good Performance
336,336,2018,Male,23,2017.0,BCSE,3,No,Yes,5,2,Online,No,Yes,4,Intermediate,80,Yes,No,Yes,"Programming, Web development skill(Frontend)",1,"Software, Hardware, UI/UX",Single,Yes,Family,No,2.96,No,3.06,136.0,50000.0,Good Performance
337,337,2022,Male,20,2020.0,BCSE,2,Yes,Yes,3,2,Offline,Yes,Yes,4,Basic,99,No,No,No,Programming,2,Software,Single,No,Family,No,3.68,No,3.68,11.0,35000.0,Good Performance
338,338,2022,Female,20,2018.0,BCSE,2,No,Yes,4,2,Online,Yes,Yes,6,Basic,100,No,No,Yes,Programming,2,"Software, NETWORKING, Artificial Intelligence",Single,Yes,Family,No,0.0,No,3.78,11.0,4000.0,Poor Performance
339,339,2020,Male,21,2019.0,BCSE,7,Yes,No,4,3,Offline,Yes,Yes,1,Intermediate,95,No,No,No,Programming,3,"Software, Machine Learning / Deep Learning, Artificial Intelligence, Data Science",Single,Yes,Bachelor,Yes,3.87,No,3.68,86.0,15000.0,Excellent Performance
340,340,2022,Male,21,2020.0,BCSE,2,Yes,Yes,3,2,Offline,Yes,Yes,1,Intermediate,90,No,No,Yes,Programming,1,Software,Single,No,Family,No,3.9,No,3.9,11.0,20000.0,Good Performance
341,341,2020,Male,22,2019.0,BCSE,8,No,No,2,1,Offline,Yes,Yes,3,Intermediate,85,No,No,No,"Programming, Cyber security",1,Cybersecurity,Single,No,Bachelor,No,3.29,No,3.65,100.0,,Poor Performance
342,342,2020,Female,20,2019.0,BCSE,8,No,Yes,3,2,Online,Yes,Yes,2,Intermediate,97,No,No,Yes,Web development skill(Frontend),2,Machine Learning / Deep Learning,Single,Yes,Family,No,3.14,No,3.62,95.0,48400.0,Poor Performance
343,343,2017,Male,24,2016.0,BCSE,4,No,No,4,2,Offline,Yes,Yes,8,Intermediate,80,Yes,Yes,Yes,"Programming, Software  Development skill, Web development skill(Backend), Web development skill(Frontend)",10,"Software, UI/UX",Single,No,Family,Yes,3.15,No,3.39,140.0,30000.0,Good Performance
344,344,2020,Female,21,2019.0,BCSE,8,Yes,Yes,2,2,Online,Yes,Yes,2,Intermediate,100,No,No,Yes,Web development skill(Frontend),3,Software,Single,No,Family,No,3.46,No,3.55,88.0,80000.0,Good Performance
345,345,2020,Female,22,2019.0,BCSE,4,No,No,1,1,Online,Yes,Yes,3,Intermediate,99,No,No,Yes,Software  Development skill,0,Software,Single,No,Family,No,3.32,No,3.17,85.0,40000.0,Moderate Performance
346,346,2020,Female,21,2019.0,BCSE,2,Yes,Yes,3,1,Offline,Yes,Yes,4,Intermediate,95,No,No,No,Programming,2,"Software, Hardware, Machine Learning / Deep Learning, Artificial Intelligence, Data Science",Single,No,Family,No,3.21,No,3.36,76.0,25000.0,Good Performance
347,347,2022,Male,19,2020.0,BCSE,2,Yes,No,5,2,Offline,Yes,Yes,1,Basic,100,No,No,Yes,Programming,4,Artificial Intelligence,Single,No,Bachelor,No,3.93,No,3.93,11.0,15000.0,Excellent Performance
348,348,2019,Male,24,2017.0,BCSE,11,No,No,6,2,Offline,Yes,Yes,1,Intermediate,90,No,No,No,"Programming, Web development skill(Frontend), Networking",3,"Software, NETWORKING",Single,No,Family,No,3.94,No,3.76,130.0,40000.0,Excellent Performance
349,349,2021,Female,22,2021.0,BCSE,3,No,No,4,4,Online,Yes,Yes,3,Intermediate,95,Yes,No,Yes,Programming,2,Software,Single,Yes,Bachelor,No,2.87,No,2.31,24.0,200000.0,Moderate Performance
350,350,2021,Male,21,2020.0,BCSE,5,No,No,3,3,Offline,Yes,Yes,2,Basic,100,No,No,Yes,Programming,2,Software,Single,No,Bachelor,No,3.31,No,3.27,49.0,30000.0,Good Performance
351,351,2022,Female,19,2020.0,BCSE,2,Yes,Yes,5,2,Online,Yes,Yes,1,Intermediate,99,No,No,Yes,Programming,1,"Software, Hardware, NETWORKING, Machine Learning / Deep Learning, Artificial Intelligence, UI/UX, Data Science",Single,Yes,Family,No,4.0,Yes,4.0,11.0,35000.0,Excellent Performance
352,352,2021,Male,20,2020.0,BCSE,3,Yes,No,1,1,Online,Yes,Yes,2,Intermediate,75,Yes,No,Yes,Programming,1,Machine Learning / Deep Learning,Single,No,Bachelor,Yes,2.08,No,2.68,20.0,50000.0,Poor Performance
353,353,2022,Male,19,2020.0,BCSE,10,Yes,Yes,2,1,Offline,Yes,Yes,12,Basic,100,No,No,Yes,"Programming, Web development skill(Frontend), Content Creating, freelancing, marketing,",2,"Software, Hardware, Machine Learning / Deep Learning, Artificial Intelligence, UI/UX",Single,Yes,Bachelor,No,3.89,No,3.89,12.0,35000.0,Good Performance
354,354,2018,Female,23,2016.0,BCSE,4,No,Yes,2,1,Offline,Yes,Yes,20,Advance,70,Yes,No,Yes,Networking,1,Machine Learning / Deep Learning,In a relationship,No,Family,No,2.75,No,2.88,111.0,70000.0,Poor Performance
355,355,2020,Male,22,2018.0,BCSE,12,No,No,5,2,Online,No,Yes,2,Intermediate,98,No,No,No,"Programming, Software  Development skill, Web development skill(Backend), Web development skill(Frontend)",3,"Software, NETWORKING, Machine Learning / Deep Learning, Artificial Intelligence, UI/UX, Data Science, Mathematics",Single,No,Family,No,4.0,No,3.97,87.0,30000.0,Good Performance
356,356,2020,Male,22,2018.0,BCSE,8,Yes,No,3,2,Online,Yes,Yes,2,Intermediate,95,No,No,No,"Programming, Web development skill(Frontend)",2,Software,Single,No,Bachelor,No,3.57,No,3.57,90.0,40000.0,Good Performance
357,357,2020,Female,22,2018.0,BCSE,8,Yes,No,2,4,Offline,Yes,Yes,2,Intermediate,98,No,No,Yes,Software  Development skill,0,Software,Single,No,Bachelor,Yes,3.19,No,3.41,,70000.0,Moderate Performance
358,358,2019,Male,23,2018.0,BCSE,11,Yes,No,8,5,Offline,Yes,Yes,1,Intermediate,99,No,No,No,"Programming, Web development skill(Frontend), Networking",3,Software,Single,No,Bachelor,No,3.6,No,3.9,130.0,20000.0,Excellent Performance
359,359,2020,Female,20,2019.0,BCSE,7,No,Yes,6,2,Offline,Yes,Yes,6,Intermediate,85,Yes,No,Yes,Software  Development skill,3,"Software, Machine Learning / Deep Learning, Artificial Intelligence",Single,No,Family,No,2.88,No,2.88,68.0,100000.0,Moderate Performance
360,360,2022,Male,20,2020.0,BCSE,2,Yes,No,3,4,Offline,Yes,No,6,Basic,90,Yes,No,Yes,Programming,2,Software,Single,No,Bachelor,No,2.74,No,2.74,23.0,20000.0,Moderate Performance
361,361,2021,Female,20,2019.0,BCSE,3,No,Yes,5,3,Offline,Yes,No,3,Basic,50,Yes,No,No,Programming,3,Hardware,Single,No,Family,No,1.41,No,2.55,25.0,10000.0,Poor Performance
362,362,2019,Female,22,2017.0,BCSE,11,No,No,5,2,Offline,Yes,Yes,3,Intermediate,100,No,No,Yes,Web development skill(Frontend),2,"Machine Learning / Deep Learning, Artificial Intelligence",Single,No,Bachelor,No,3.42,No,3.32,122.0,40000.0,Good Performance
363,363,2019,Female,22,2017.0,BCSE,11,No,No,5,2,Offline,Yes,Yes,3,Intermediate,99,No,No,Yes,Web development skill(Frontend),2,"Machine Learning / Deep Learning, Artificial Intelligence",Single,No,Bachelor,No,3.1,No,3.08,118.0,40000.0,Good Performance
364,364,2022,Male,20,2020.0,BCSE,2,Yes,No,3,2,Online,Yes,Yes,2,Intermediate,70,No,No,Yes,Programming,1,Data Science,Single,No,Bachelor,No,3.29,No,3.29,11.0,40000.0,Moderate Performance
365,365,2022,Female,22,2017.0,BCSE,2,Yes,Yes,3,3,Offline,Yes,Yes,3,Basic,100,No,No,No,Programming,2,Software,Single,No,Family,No,3.75,No,3.75,12.0,50000.0,Good Performance
366,366,2022,Female,20,2019.0,BCSE,1,Yes,Yes,2,3,Offline,Yes,Yes,1,Basic,97,No,No,Yes,"Programming, Software  Development skill",2,"NETWORKING, Artificial Intelligence",Single,Yes,Family,No,,No,,11.0,45000.0,Poor Performance
367,367,2019,Male,21,2019.0,BCSE,8,Yes,No,4,2,Offline,Yes,Yes,1,Intermediate,90,No,No,Yes,"Cyber security, Networking",2,NETWORKING,Single,No,Bachelor,No,3.88,No,3.71,92.0,30000.0,Excellent Performance
368,368,2019,Male,21,2018.0,BCSE,8,Yes,Yes,2,2,Offline,No,Yes,2,Intermediate,90,No,No,Yes,"Web development skill(Frontend), Computer Application as well.",2,"Software, Machine Learning / Deep Learning, UI/UX",Single,Yes,Bachelor,No,,No,,,25000.0,Poor Performance
369,369,2018,Male,25,2016.0,BCSE,4,Yes,Yes,2,2,Online,Yes,Yes,3,Intermediate,90,Yes,Yes,Yes,Programming,2,"Software, Hardware, Artificial Intelligence",Single,No,Family,No,2.4,No,2.41,86.0,50000.0,Moderate Performance
370,370,2021,Female,22,2018.0,BCSE,2,Yes,No,4,2,Offline,Yes,Yes,3,Basic,80,Yes,No,Yes,Programming,3,"Software, Hardware, NETWORKING, Artificial Intelligence",Married,No,Family,Yes,2.86,No,2.86,15.0,50000.0,Moderate Performance
371,371,2021,Male,20,2020.0,BCSE,3,Yes,No,1,1,Online,Yes,Yes,2,Intermediate,80,No,No,No,Programming,0,"Software, UI/UX",Single,Yes,Bachelor,Yes,2.63,No,3.07,27.0,25000.0,Moderate Performance
372,372,2020,Female,21,2018.0,BCSE,8,No,Yes,3,2,Online,Yes,Yes,1,Intermediate,96,No,No,Yes,Web development skill(Backend),2,Machine Learning / Deep Learning,Single,No,Family,Yes,3.48,No,3.74,87.0,20000.0,Good Performance
373,373,2022,Male,19,2020.0,BCSE,2,Yes,Yes,1,1,Offline,Yes,Yes,4,Intermediate,99,No,No,No,Programming,1,"Software, Artificial Intelligence",Single,No,Family,No,3.75,No,3.75,12.0,30000.0,Good Performance
374,374,2022,Female,21,2019.0,BCSE,1,Yes,Yes,2,1,Offline,Yes,No,5,Intermediate,100,No,No,Yes,Networking,1,Software,Single,No,Family,No,0.0,No,0.0,0.0,40000.0,Moderate Performance
375,375,2022,Female,20,2020.0,BCSE,11,Yes,No,2,1,Offline,Yes,Yes,2,Basic,99,No,No,Yes,"Programming, Web development skill(Frontend)",2,"Software, Artificial Intelligence",Single,No,Family,No,4.0,No,4.0,13.0,40000.0,Good Performance
376,376,2020,Female,21,2018.0,BCSE,8,Yes,No,2,2,Offline,Yes,Yes,2,Intermediate,80,No,No,Yes,Web development skill(Backend),1,"Software, NETWORKING",Engaged,No,Family,Yes,3.5,No,3.63,87.0,90000.0,Good Performance
377,377,2022,Male,20,2021.0,BCSE,2,Yes,Yes,2,2,Offline,Yes,Yes,1,Basic,90,No,No,No,i don't,1,"Software, Hardware, Artificial Intelligence",Single,No,Family,No,3.85,No,3.85,11.0,30000.0,Good Performance
378,378,2022,Male,20,2020.0,BCSE,2,Yes,Yes,2,1,Offline,Yes,Yes,2,Intermediate,98,No,No,Yes,Programming,3,"Software, NETWORKING, Artificial Intelligence",Single,No,Family,No,3.51,No,3.51,11.0,40000.0,Good Performance
379,379,2022,Male,21,2019.0,BCSE,2,No,No,3,2,Offline,Yes,Yes,2,Basic,95,No,No,Yes,Programming,2,Artificial Intelligence,Single,No,Bachelor,No,3.85,No,3.85,11.0,,Good Performance
380,380,2022,Female,20,2020.0,BCSE,2,Yes,Yes,3,3,Offline,Yes,Yes,5,Basic,90,No,No,Yes,Programming,2,Software,Single,No,Family,No,4.0,No,4.0,11.0,50000.0,Good Performance
381,381,2022,Male,19,2020.0,BCSE,2,No,No,4,2,Offline,Yes,Yes,45,Basic,90,No,No,Yes,Programming,1,Artificial Intelligence,Single,No,Bachelor,No,3.21,No,3.21,11.0,40000.0,Good Performance
382,382,2022,Male,21,2020.0,BCSE,2,Yes,No,4,4,Offline,Yes,Yes,1,Basic,80,Yes,Yes,Yes,Programming,1,"Software, Hardware",In a relationship,Yes,Bachelor,Yes,3.1,No,3.1,14.0,20000.0,Good Performance
383,383,2021,Female,22,2019.0,BCSE,3,Yes,Yes,3,2,Offline,Yes,Yes,4,Intermediate,70,No,No,No,Programming,2,"Machine Learning / Deep Learning, Artificial Intelligence, UI/UX",Single,No,Family,No,3.52,No,3.77,23.0,25000.0,Good Performance
384,384,2021,Female,20,2020.0,BCSE,3,Yes,No,2,2,Offline,Yes,Yes,2,Intermediate,85,No,No,Yes,Programming,1,Software,Single,No,Family,No,3.24,No,3.32,23.0,80000.0,Good Performance
385,385,2019,Male,23,2017.0,BCSE,11,No,Yes,0,0,Offline,Yes,Yes,0,Intermediate,90,No,No,No,"Programming, Software  Development skill, Web development skill(Backend), Web development skill(Frontend)",4,"Software, Machine Learning / Deep Learning, Artificial Intelligence",Single,Yes,Bachelor,Yes,3.94,Yes,3.95,126.0,25000.0,Good Performance
386,386,2020,Female,22,2018.0,BCSE,8,No,No,4,1,Online,Yes,Yes,7,Intermediate,80,No,No,No,Graphics design,1,"Machine Learning / Deep Learning, Artificial Intelligence, UI/UX",Single,Yes,Family,No,2.5,No,2.85,,60000.0,Moderate Performance
387,387,2021,Male,20,2020.0,BCSE,2,Yes,Yes,1,4,Online,Yes,No,6,Intermediate,80,No,No,No,Software  Development skill,1,Software,Single,No,Family,No,2.91,No,2.91,11.0,25000.0,Moderate Performance
388,388,2020,Male,21,2019.0,BCSE,7,Yes,Yes,2,2,Offline,Yes,Yes,1,Basic,100,No,No,No,Web development skill(Frontend),1,"Software, Machine Learning / Deep Learning, Artificial Intelligence, Data Science, For now, I am interesting in Machine Learning , Artificial Intelligence , Data Science, Software . Also Web Development ",Single,Yes,Family,No,3.67,No,3.48,,30000.0,Good Performance
389,389,2019,Male,23,2018.0,BCSE,11,No,No,6,4,Online,Yes,Yes,6,Advance,90,No,No,Yes,Web development skill(Frontend),5,UI/UX,Single,No,Bachelor,No,3.02,No,3.05,123.0,40000.0,Good Performance
390,390,2020,Female,21,2019.0,BCSE,8,No,Yes,13,2,Online,Yes,Yes,1,Advance,100,No,No,No,"Programming, Web development skill(Frontend)",2,NETWORKING,Single,No,Family,No,3.77,No,3.69,88.0,5000.0,Excellent Performance
391,391,2021,Male,21,2020.0,BCSE,4,No,Yes,2,1,Offline,Yes,Yes,2,Intermediate,96,No,No,Yes,Programming,1,"Software, NETWORKING, Machine Learning / Deep Learning, Artificial Intelligence, Data Science, Problem Solving,QA, Graphics Design",Single,Yes,Family,No,3.89,No,3.7,35.0,90000.0,Good Performance
392,392,2014,Female,25,2013.0,BCSE,3,No,Yes,4,3,Offline,Yes,Yes,1,Intermediate,90,Yes,No,Yes,Networking,2,"Software, Hardware, NETWORKING",Married,No,Family,No,3.06,No,2.86,140.0,40000.0,Moderate Performance
393,393,2019,Male,21,2019.0,BCSE,8,No,Yes,1,2,Online,Yes,Yes,4,Intermediate,57,Yes,No,No,Programming,3,"Software, Machine Learning / Deep Learning, Artificial Intelligence",Single,Yes,Family,Yes,3.66,No,3.01,77.0,45000.0,Moderate Performance
394,394,2020,Female,22,2018.0,BCSE,8,Yes,Yes,3,1,Offline,Yes,Yes,3,Basic,100,Yes,No,Yes,Networking,4,"NETWORKING, Data Science",Single,No,Bachelor,No,2.15,No,2.54,70.0,25000.0,Moderate Performance
395,395,2017,Male,24,2017.0,BCSE,9,Yes,Yes,1,1,Online,Yes,Yes,1,Intermediate,85,No,No,No,"Programming, Web development skill(Backend), Web development skill(Frontend)",2,Software,Single,No,Family,No,3.39,No,3.29,90.0,40000.0,Good Performance
396,396,2020,Male,22,2016.0,BCSE,7,No,Yes,1,1,Offline,Yes,Yes,2,Intermediate,60,No,No,Yes,Programming,1,"Hardware, NETWORKING",Single,No,Bachelor,Yes,2.92,No,2.9,58.0,0.0,Poor Performance
397,397,2019,Female,21,2019.0,BCSE,8,No,Yes,5,2,Offline,Yes,Yes,3,Advance,90,Yes,No,Yes,Networking,2,NETWORKING,Engaged,Yes,Bachelor,No,2.13,No,2.45,87.0,40000.0,Moderate Performance
398,398,2020,Male,22,2019.0,BCSE,4,No,No,2,1,Offline,Yes,Yes,2,Intermediate,80,No,No,No,"Programming, Web development skill(Backend)",1,"Software, NETWORKING, Artificial Intelligence",Single,No,Bachelor,Yes,3.4,No,2.8,80.0,35000.0,Moderate Performance
399,399,2022,Female,20,2020.0,BCSE,1,Yes,Yes,3,2,Offline,Yes,Yes,2,Intermediate,98,No,No,Yes,"Programming, Cyber security",1,"Software, NETWORKING",Single,Yes,Family,No,,No,,0.0,30000.0,Poor Performance
400,400,2020,Female,21,2019.0,BCSE,8,Yes,Yes,2,2,Offline,Yes,Yes,1,Intermediate,80,No,No,Yes,Machine Learning,3,Machine Learning / Deep Learning,Single,Yes,Family,Yes,3.4,No,3.5,87.0,40000.0,Good Performance
401,401,2021,Male,20,2020.0,BCSE,2,No,Yes,1,1,Offline,Yes,Yes,1,Basic,100,No,No,Yes,Market Analysis,1,"Software, Hardware, NETWORKING, Machine Learning / Deep Learning, Artificial Intelligence, UI/UX, Data Science",Single,Yes,Family,No,2.59,No,3.01,24.0,40000.0,Good Performance
402,402,2022,Male,20,2020.0,BCSE,2,Yes,Yes,2,1,Online,Yes,Yes,10,Basic,95,No,No,No,Programming,2,"Software, NETWORKING",Single,No,Family,No,1.75,No,,11.0,30000.0,Poor Performance
403,403,2020,Male,22,2019.0,BCSE,7,No,No,0,0,Offline,Yes,Yes,2,Intermediate,96,No,No,No,Programming,0,"Hardware, NETWORKING, Machine Learning / Deep Learning, Data Science",Single,Yes,Bachelor,Yes,3.4,No,3.65,75.0,,Good Performance
404,404,2021,Female,21,2021.0,BCSE,3,Yes,No,7,7,Offline,Yes,Yes,3,Basic,99,Yes,Yes,Yes,Programming,1,"Hardware, Machine Learning / Deep Learning",Single,No,Bachelor,No,1.52,No,1.64,8.0,60000.0,Moderate Performance
405,405,2019,Female,22,2018.0,BCSE,11,No,Yes,2,1,Offline,Yes,Yes,4,Advance,90,No,No,Yes,"Programming, Networking",3,"NETWORKING, Artificial Intelligence, UI/UX, Data Science",Single,Yes,Family,Yes,3.66,No,3.37,123.0,60000.0,Good Performance
406,406,2020,Male,20,2019.0,BCSE,8,No,No,1,3,Offline,Yes,Yes,2,Intermediate,90,Yes,No,No,"Web development skill(Frontend), Wordpress",3,Web Development,Single,Yes,Bachelor,No,3.5,No,3.12,90.0,25000.0,Good Performance
407,407,2019,Female,23,2017.0,BCSE,11,No,Yes,2,1,Offline,Yes,Yes,4,Intermediate,70,No,No,Yes,"Programming, Web development skill(Frontend)",2,"Software, NETWORKING, Machine Learning / Deep Learning",Single,Yes,Family,No,3.59,No,3.55,123.0,50000.0,Good Performance
408,408,2021,Male,20,2019.0,BCSE,3,Yes,No,4,2,Offline,Yes,Yes,3,Basic,100,No,No,Yes,Programming,3,"Software, NETWORKING, Artificial Intelligence, Data Science",Single,No,Bachelor,No,3.03,No,3.03,23.0,7000.0,Good Performance
409,409,2020,Male,23,2018.0,BCSE,8,Yes,No,2,3,Offline,Yes,Yes,2,Basic,90,No,No,Yes,Programming,1,"Software, Machine Learning / Deep Learning, Artificial Intelligence, Data Science",Single,No,Bachelor,Yes,3.94,No,3.9,91.0,20000.0,Good Performance
410,410,2021,Male,21,2020.0,BCSE,2,Yes,Yes,3,2,Offline,Yes,Yes,2,Intermediate,95,No,No,Yes,"Programming, Web development skill(Backend), Web development skill(Frontend)",3,Hardware,Single,Yes,Family,No,4.0,No,,12.0,40000.0,Poor Performance
